nama_dosen,bidang,article_id,judul,authors,link_artikel,nama_jurnal,tahun,citation
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,TFP_iSt0sucC,Sistem Rekomendasi pada Pembelajaran Mobile Menggunakan Metode Cosine Similarity dan Collaborative Filtering,"IMI Subroto, S Mulyono, R Firmansyah, M Qomaruddin, ENB Susila",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:TFP_iSt0sucC,"Jurnal Transistor Elektro dan Informatika (TRANSISTOR EI) 4 (1), 21-28, 2022",2022,4
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,MXK_kJrjxJIC,An analysis of intelligent LED emergency lamp with voltage and resistance activated sensor,"EN Budisusila, JP Hapsari",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:MXK_kJrjxJIC,"IOP Conference Series: Materials Science and Engineering 403 (1), 012030, 2018",2018,4
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,kNdYIx-mwKoC,Penerapan sistem informasi monitoring tugas akhir untuk memantau perkembangan tugas akhir mahasiswa Universitas Islam Sultan Agung,"A Riansyah, EN Budisusila, R Ilhamzah",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:kNdYIx-mwKoC,"Jurnal Transistor Elektro dan Informatika (TRANSISTOR EI) 2 (2), 101-110, 2017",2017,4
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,JV2RwH3_ST0C,Application of artificial neural network for peak load forecasting in 150 kV Semarang power system,"KA Fakhryza, EN Budisusila, AA Nugroho",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:JV2RwH3_ST0C,"Journal of Electrical Systems and Information Technology 11 (1), 40, 2024",2024,3
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,4TOpqqG69KYC,Review and design of environmental smart detector for autonomous vehicle in urban traffic,"EN Budisusila, SAD Prasetyowati, BY Suprapto, Z Nawawi",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:4TOpqqG69KYC,"AIP Conference Proceedings 2173 (1), 020008, 2019",2019,3
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,j3f4tGmQtD8C,Real Time System Handling Using Multi Fixed Weight Artificial Neural Network,"EN Budisusila, AD Prasetyowati, B Arifin, BY Suprapto, M Khosyi’in, ...",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:j3f4tGmQtD8C,"2023 10th International Conference on Electrical Engineering, Computer …, 2023",2023,2
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,TQgYirikUcIC,Revitalisasi Instalasi Sound System Musala Al-Jamil Kelurahan Pedurungan Tengah Kecamatan Pedurungan Kota Semarang,"EN Budisusila, M Khosyi'in, B Arifin, AA Nugroho",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:TQgYirikUcIC,"JPPM (Jurnal Pengabdian dan Pemberdayaan Masyarakat), 31-36, 2023",2023,2
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,RHpTSmoSYBkC,Rancang Bangun Robot Humanoid Penari Untuk Berjalan Pada Lantai Berundak,N Azizah,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:RHpTSmoSYBkC,"UNIVERSITAS ISLAM SULTAN AGUNG, 2023",2023,2
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,qUcmZB5y_30C,Model Pendampingan Pembelajaran Daring saat Pandemi Covid-19,"M Khosyi’in, EN Budisusila",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:qUcmZB5y_30C,"Jurnal Sains Teknologi Dalam Pemberdayaan Masyarakat 2 (2), 89-96, 2021",2021,2
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,qxL8FJ1GzNcC,IMPLEMENTASI LOGIKA FUZZY PADA RANCANG BANGUN SISTEM PEMBUANGAN GAS RUANG PRODUKSI ELEKTRONIKA,"F Satriyatmokoâ, EN Budisusila, JP Hapsari",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:qxL8FJ1GzNcC,"Prosiding Konstelasi Ilmiah Mahasiswa Unissula (KIMU) Klaster Engineering, 2019",2019,2
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,ULOm3_A8WrAC,TINJAUAN PENGEMBANGAN MOBIL LISTRIK MENUJU TEKNOLOGI AUTONOMOUS VEHICLE,"EN Budisusila, M Khosyi'in",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:ULOm3_A8WrAC,"AVoER 10 2018 1 (Universitas Sriwijaya Palembang), 518-524, 2018",2018,2
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,NaGl4SEjCO4C,Sistem Pengendalian Parameter Ruangan Otomatis Berbasis Internet of Things dengan Sensor BH1750,"RT Yofanda, EN Budisusila, JP Hapsari",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:NaGl4SEjCO4C,"Medika Teknika: Jurnal Teknik Elektromedik Indonesia 6 (2), 113-128, 2025",2025,1
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,O3NaXMp0MMsC,IMPLEMENTASI NEURAL NETWORK UNTUK DETEKSI OTOMATIS JENIS BUAH BERDASARKAN CITRA WARNA DAN BENTUK MENGGUNAKAN MATLAB,"IRF SA, EN Budisusila",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:O3NaXMp0MMsC,"Jurnal Teknologi Pembelajaran Interaktif 5 (1), 2025",2025,1
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,BqipwSGYUEgC,IoT-based gas sensors for monitoring alcohol levels design and build,"M Ismail, JP Hapsari, EN Budisusila, D Nugroho",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:BqipwSGYUEgC,"AIP Conference Proceedings 3250 (1), 050003, 2025",2025,1
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,maZDTaKrznsC,Advanced Artificial Neural Network for Steering and Braking Control of Autonomous Electric Vehicle,"EN Budisusila, SAD Prasetyowati, B Arifin, M Khosyi’in, AA Nugroho, ...",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:maZDTaKrznsC,"International Journal of Electrical and Electronics Research (IJEER) 12 (3 …, 2024",2024,1
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,bEWYMUwI8FkC,Transfer Teknologi Optimalisasi Penggunaan Set Top Box (STB) Televisi Digital Bagi Masyarakat Kelurahan Gebangsari Kecamatan Genuk Kota Semarang,"EN Budisusila, M Ismail, JP Hapsari",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:bEWYMUwI8FkC,"Journal of Appropriate Technology for Community Services 5 (2), 181-188, 2024",2024,1
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,4JMBOYKVnBMC,Ecoprint short course with ecopounding techniques for the international community,"EN Budisusila, AA Nugroho, W Fatmawati, R Ernawati",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:4JMBOYKVnBMC,"Community Empowerment 8 (8), 1224-1230, 2023",2023,1
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,R3hNpaxXUhUC,PENGEMBANGAN DAN MODEL PENDAMPINGAN PENGGUNAAN SISTEM KEUANGAN YAYASAN: PENGEMBANGAN DAN MODEL PENDAMPINGAN PENGGUNAAN SISTEM KEUANGAN YAYASAN,"M Khosyi'in, D Kurniadi, EN Budisusila",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:R3hNpaxXUhUC,"Jurnal ABDI: Media Pengabdian Kepada Masyarakat 8 (2), 123-128, 2023",2023,1
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,hC7cP41nSMkC,Design of Monitoring Lighting Counter Based on Android Application (Case Study at Tower BTS Indosat Ooredoo Site Utara Jepara 14JPA010),"DR Ardiyanto, JP Hapsari, EN Budisusila",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:hC7cP41nSMkC,"JAST 2 (01), 2022",2022,1
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,Wp0gIr-vW9MC,DC Motor Control Using Laboratory Virtual Instrumentation Engineering Workbench,"B Arifin, EN Budisusila",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:Wp0gIr-vW9MC,"Angkasa: Jurnal Ilmiah Bidang Teknologi 12 (2), 195-202, 2020",2020,1
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,KlAtU1dfN6UC,Determination of Exposure Factors and Interlock System Base On Fuzzy Logic In X-Ray Conventional Generator,"S Santoso, M Haddin, EN Budisusila",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:KlAtU1dfN6UC,"Journal of Telematics and Informatics 6 (3), 2018",2018,1
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,Zph67rFs4hoC,DETEKSI GULA DARAH MELALUI GAS BUANG PERNAFASAN MENGGUNAKAN JARINGAN SYARAF TIRUAN BACKPROPAGATION,"M Yahya, M Haddin, EN Budisusila",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:Zph67rFs4hoC,"JETri Jurnal Ilmiah Teknik Elektro 15 (1), 1-12, 2017",2017,1
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,d1gkVwhDpl0C,Pengenalan Citra Rekaman ECG Atrial Fibrilation dan Normal Menggunakan Dekomposisi Wavelet dan K-Mean Clustering,"M Sofie, EN Budisusila, S Alifah, A Rizal",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:d1gkVwhDpl0C,"Prosiding SNST Fakultas Teknik 1 (1), 2015",2015,1
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,ldfaerwXgEUC,Analisis Hasil Pengukuran Flowmeter Oksigen Bayi Produk Dalam Negeri Dan Produk Luar Negeri Dengan Metode Uncertainty Dan Uji Mann-Whitney,"R Rustiana, EN Budisusila",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:ldfaerwXgEUC,"Elkom: Jurnal Elektronika dan Komputer 18 (2), 215-225, 2025",2025,
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,2P1L_qKh6hAC,Analisis Akurasi flowrate dan Ketidakpastian Syringe Pump Produk Dalam Negeri dengan Metode ISO GUM,"M Afifudin, EN Budisusila",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:2P1L_qKh6hAC,"MEDIKA TRADA 6 (2), 140-147, 2025",2025,
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,70eg2SAEIzsC,Penerapan Logika Fuzzy Mamdani dan Sensor MAX30100 untuk Penilaian Kondisi Pasien Kardiovaskular,"M Nazila, EN Budisusila",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:70eg2SAEIzsC,"Jurnal Pengabdian Masyarakat dan Riset Pendidikan 4 (2), 12106-12114, 2025",2025,
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,35N4QoGY0k4C,ANALISIS KEAKURASIAN INFUSION PUMP DENGAN TINGKAT KOMPONEN DALAM NEGERI (TKDN) MENGGUNAKAN METODE UNCERTAINTY,"D Iskandar, EN Budisusila",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:35N4QoGY0k4C,"MEDIKA TRADA 6 (2), 96-102, 2025",2025,
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,vV6vV6tmYwMC,Analisis Perbandingan Kinerja Simulator NIBP Impor dan Lokal terhadap Blood Pressure Monitor dengan Metode Uncertainty,"S Isabela, EN Budisusila",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:vV6vV6tmYwMC,"MEDIKA TRADA 6 (2), 114-123, 2025",2025,
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,lSLTfruPkqcC,Artificial neural network based color identification and detection to help color blind people,"EN Budisusila, JP Hapsari, M Ismail",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:lSLTfruPkqcC,"Technology and Disability, 10554181251398996, 2025",2025,
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,RYcK_YlVTxYC,Efisiensi Penyeimbangan Beban pada Gardu Distribusi PY094 untuk Mengurangi Susut Energi PLN ULP Pringgabaya,"SA Firdaus, EN Budisusila",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:RYcK_YlVTxYC,"Switch: Jurnal Sains dan Teknologi Informasi 3 (5), 01-19, 2025",2025,
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,RGFaLdJalmkC,Application of Dragonfly Algorithm for Economic Scheduling Optimization and Power Plant Emissions,"NP Wulandari, AA Nugroho, EN Budisusila",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:RGFaLdJalmkC,"JURAL RISET RUMPUN ILMU TEKNIK 4 (1), 628-640, 2025",2025,
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,J_g5lzvAfSwC,Pengenalan Implementasi Mikrokontroler Arduino kepada Siswa SMK Pembangunan Nasional Purwodadi Grobogan,BA Eka Nuryanto Budisusila,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:J_g5lzvAfSwC,"Indonesian Journal of Community Services 7 (1), 60-67, 2025",2025,
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,NMxIlDl6LWMC,K-Nearest Neighbor Classification Based on Gas Array Sensor to Detect Borax in Meatballs,"M Ismail, EN Budisusila, M Khosyi'in, M Haddin",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:NMxIlDl6LWMC,"2024 11th International Conference on Electrical Engineering, Computer …, 2024",2024,
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,k_IJM867U9cC,Electricity demand forecasting in Ambon using machine learning techniques,"SAS Herjuna, EN Budisusila, M Haddin",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:k_IJM867U9cC,"International Journal of Mechanical Computational and Manufacturing Research …, 2024",2024,
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,GnPB-g6toBAC,Flood Early Warning System Based on Firebase Platform and Internet of Things,"S Nurhadiyono, EN Budisusila, B Arifin",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:GnPB-g6toBAC,"Journal of Telematics and Informatics 12 (1), 2024",2024,
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,_Qo2XoVZTnwC,Rancang Bangun Alat Monitoring Pengisian Air Otomatis Berbasis IoT (Internet of Things),HDF Eriyanto,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:_Qo2XoVZTnwC,"UNIVERSITAS ISLAM SULTAN AGUNG, 2023",2023,
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,mB3voiENLucC,Peningkatan Literasi Digital Masyarakat Desa Manggihan Kecamatan Getasan Kabupaten Semarang melalui Pengenalan Jam Digital Masjid,"EN Budisusila, JP Hapsari, AA Nugroho",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:mB3voiENLucC,"Indonesian Journal of Community Services 4 (1), 57-65, 2022",2022,
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,M3ejUd6NZC8C,SIMBOX Identification Using K-Nearest Neighbor Based On Spectrum Analyzer,"A Suryowibowo, IMI Subroto, ENB Susila",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:M3ejUd6NZC8C,"Journal of Telematics and Informatics 7 (3), 158-165, 2019",2019,
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,8k81kl-MbHgC,PENGHITUNG JUMLAH ORANG DALAM RUANG DENGAN SENSOR INFRAMERAH DAN MODUL LCD TFT SEBAGAI DISPLAY,"B Arifin, EN Budisusila, A Cahyadi",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:8k81kl-MbHgC,"Prosiding SNST Fakultas Teknik 1 (1), 2018",2018,
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,3fE2CSJIrl8C,Simulasi Sistem Penghapus Bising Kendaraan Dengan Least Mean Square Adaptif Menggunakan Program Matlab,"SAD Prasetyowati, EN Budisusila",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:3fE2CSJIrl8C,"JURNAL ELEKTRONIKA DAN KOMPUTER 10 (1), 2017",2017,
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,_kc_bZDykSQC,Aplikasi Mikroprosesor Tipe TMS320C6713 Untuk Penghapusan BisingSuara Kendaraan Secara Adaptif,"SAD Prasetyowati, B Arifin, EN Budisusila",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:_kc_bZDykSQC,"CSGTEIS 2013 1 (Universitas Udayana), 179-184, 2013",2013,
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,YFjsv_pBGBYC,Distribution Power Loss Prediction of Unit Pelaksana Pelayanan Pelanggan Semarang (UP3) Using Artificial Neural Network Backpropagation,"R Andriansyah, EN Budisusila, AA Nugroho",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:YFjsv_pBGBYC,,,
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,hMod-77fHWUC,Deep Learning Yolo-Based Health and Safety Equipment Detector Prototype,"VA Sutrisno, EN Budisusila",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:hMod-77fHWUC,,,
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,isC4tDSrTZIC,Load Forecasting of Feeder Palur 4 PLN Unit Induk Distribusi Jawa Tengah & DIY Based on Linear Regression,"RR Wijaya, SAD Prasetyowati, EN Budisusila",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:isC4tDSrTZIC,,,
"Dr. Eka Nuryanto BS, ST, MT",Teknik Elektro,-f6ydRqryjwC,Review and Design of,EN Budisusila,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=hpT9eAUAAAAJ&pagesize=100&citation_for_view=hpT9eAUAAAAJ:-f6ydRqryjwC,,,
"Dr. Bustanul Arifin, ST, MT",Teknik Elektro,olpn-zPbct0C,The lateral control of autonomous vehicles: A review,"B Arifin, BY Suprapto, SAD Prasetyowati, Z Nawawi",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=kxQ1hjkAAAAJ&pagesize=100&citation_for_view=kxQ1hjkAAAAJ:olpn-zPbct0C,"2019 international conference on electrical engineering and computer science …, 2019",2019,32
"Dr. Bustanul Arifin, ST, MT",Teknik Elektro,Fu2w8maKXqMC,Steering control in electric power steering autonomous vehicle using type-2 fuzzy logic control and PI control,"B Arifin, BY Suprapto, SAD Prasetyowati, Z Nawawi",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=kxQ1hjkAAAAJ&pagesize=100&citation_for_view=kxQ1hjkAAAAJ:Fu2w8maKXqMC,"World electric vehicle journal 13 (3), 53, 2022",2022,31
"Dr. Bustanul Arifin, ST, MT",Teknik Elektro,AXPGKjj_ei8C,Artificial neural network algorithm for autonomous vehicle ultrasonic multi-sensor system,"EN Budisusila, B Arifin, SAD Prasetyowati, BY Suprapto, Z Nawawi",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=kxQ1hjkAAAAJ&pagesize=100&citation_for_view=kxQ1hjkAAAAJ:AXPGKjj_ei8C,"2020 10th Electrical Power, Electronics, Communications, Controls and …, 2020",2020,24
"Dr. Bustanul Arifin, ST, MT",Teknik Elektro,t6usbXjVLHcC,Rancang Bangun Sistem Pengisian dan Penutup Botol Otomatis Berdasarkan Tinggi Botol Berbasis Programmable Logic Controller,"R Ardianto, B Arifin, EN Budisusila",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=kxQ1hjkAAAAJ&pagesize=100&citation_for_view=kxQ1hjkAAAAJ:t6usbXjVLHcC,"Jurnal Teknik Elektro Dan Vokasional 7 (1), 114-127, 2021",2021,18
"Dr. Bustanul Arifin, ST, MT",Teknik Elektro,R3hNpaxXUhUC,Aplikasi Sensor Passive Infrared (PIR) Untuk Pendeteksian Makhluk Hidup dalam Ruang,B Arifin,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=kxQ1hjkAAAAJ&pagesize=100&citation_for_view=kxQ1hjkAAAAJ:R3hNpaxXUhUC,"Prosiding SNST Fakultas Teknik 1 (1), 2013",2013,14
"Dr. Bustanul Arifin, ST, MT",Teknik Elektro,5ugPr518TE4C,Joule-thief circuit performance for electricity energy saving of emergency lamps,"EN Budisusila, B Arifin",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=kxQ1hjkAAAAJ&pagesize=100&citation_for_view=kxQ1hjkAAAAJ:5ugPr518TE4C,"IOP Conference Series: Materials Science and Engineering 190 (1), 012017, 2017",2017,13
"Dr. Bustanul Arifin, ST, MT",Teknik Elektro,_B80troHkn4C,Review of method for system identification on motors,"B Arifin, AA Nugroho, BY Suprapto, SAD Prasetyowati, Z Nawawi",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=kxQ1hjkAAAAJ&pagesize=100&citation_for_view=kxQ1hjkAAAAJ:_B80troHkn4C,"2021 8th International Conference on Electrical Engineering, Computer …, 2021",2021,12
"Dr. Bustanul Arifin, ST, MT",Teknik Elektro,HE397vMXCloC,Pengendalian Suhu Dalam Ruang Berbasis Logika Fuzzy Dengan Menggunakan National Instrument Myrio 1900,"B Arifin, AA Nugroho",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=kxQ1hjkAAAAJ&pagesize=100&citation_for_view=kxQ1hjkAAAAJ:HE397vMXCloC,"Prosiding Seminar Nasional & Internasional 1 (1), 2018",2018,12
"Dr. Bustanul Arifin, ST, MT",Teknik Elektro,XiVPGOgt02cC,Rancang bangun sistem keamanan kendaraan bermotor berbasis iot dengan menggunakan modul nodemcu dan aplikasi android blynk,RA Aristyo,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=kxQ1hjkAAAAJ&pagesize=100&citation_for_view=kxQ1hjkAAAAJ:XiVPGOgt02cC,"Universitas Islam Sultan Agung Semarang, 2021",2021,9
"Dr. Bustanul Arifin, ST, MT",Teknik Elektro,EkHepimYqZsC,Monitoring River Sediment by Optimizing Arduino Capabilities Controlled by the PID Algorithm,"SAD Prasetyowati, B Arifin, A Syakhroni, MK Faza",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=kxQ1hjkAAAAJ&pagesize=100&citation_for_view=kxQ1hjkAAAAJ:EkHepimYqZsC,"WSEAS Transactions on Systems 21, 233-240, 2022",2022,7
"Dr. Bustanul Arifin, ST, MT",Teknik Elektro,-FonjvnnhkoC,System Identification and Control Strategy on Electric Power Steering DC Motor,"B Arifin, AA Nugroho, EN Budisusila, M Khosyi'in",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=kxQ1hjkAAAAJ&pagesize=100&citation_for_view=kxQ1hjkAAAAJ:-FonjvnnhkoC,"Journal of Robotics and Control (JRC) 5 (3), 655-666, 2024",2024,6
"Dr. Bustanul Arifin, ST, MT",Teknik Elektro,mvPsJ3kp5DgC,Monitoring Jarak Jauh Dan Kendali Penggunaan Listrik Dengan Logika Fuzzy,"B Arifin, M Khosyiâ, AA Nugroho",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=kxQ1hjkAAAAJ&pagesize=100&citation_for_view=kxQ1hjkAAAAJ:mvPsJ3kp5DgC,"Majalah Ilmiah Momentum 13 (2), 2017",2017,6
"Dr. Bustanul Arifin, ST, MT",Teknik Elektro,e_rmSamDkqQC,Pemberdayaan Kelompok Tani Green House Desa Manggihan Getasan melalui Penerapan Smart Farming Menggunakan Energi Terbarukan,"M Ismail, B Arifin, AA Nugroho, BP Jati, JP Hapsari",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=kxQ1hjkAAAAJ&pagesize=100&citation_for_view=kxQ1hjkAAAAJ:e_rmSamDkqQC,"Indonesian Journal of Community Services 6 (1), 8-15, 2024",2024,5
"Dr. Bustanul Arifin, ST, MT",Teknik Elektro,Mojj43d5GZwC,Hybrid FLC-LMS Algorithm for Predicting Sediment Volume in the River.,"SA Dwi Prasetyowati, B Arifin, J Ardalli, M Ismail, IM Ibnu Subroto, ...",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=kxQ1hjkAAAAJ&pagesize=100&citation_for_view=kxQ1hjkAAAAJ:Mojj43d5GZwC,"International Journal of Intelligent Engineering & Systems 14 (2), 2021",2021,5
